survey_year,survey_month_x,conglomerate_id,dwelling_id,household_id,person_id,geographic_code,geographic_domain_x,geographic_stratum,relationship_household_head,relationship_nucleus_head,sex,age_years,marital_status,glass_of_milk_program,community_kitchen,preschool_breakfast,preschool_lunch,wawa_wasi_cuna_mas_food,no_food_assistance,municipal_food_basket,wawa_wasi_cuna_mas_daycare,wawa_wasi_family_support,family_violence_support_center,juntos_program,pension_65_program,literacy_program,youth_job_training,trabaja_peru_program,beca_18_scholarship,no_social_program,fise_gas_subsidy,cts_withdrawal,afp_withdrawal,educational_materials_program,yanapay_program,orphan_economic_assistance,contigo_social_program,chapter_300_informant_id,person_number,native_language,last_approved_level,last_approved_year,last_approved_grade,last_approved_institution_type,higher_education_career_code,higher_education_institution_code,higher_education_institution_department,can_read_write_spontaneous,can_read_write_card_test,bribery_last_12m,conflict_alimony,conflict_child_custody,conflict_visitation_rights,conflict_eviction,conflict_compensation,conflict_property_division,conflict_domestic_violence,conflict_theft_robbery,conflict_sexual_assault,conflict_other_1,conflict_other_2,shock_job_loss,shock_business_failure,shock_illness_accident,shock_household_head_abandonment,shock_crime_theft,shock_natural_disaster,shock_none,key_table,survey_month_y,geo_code,geographic_domain_y,respondent_id_ch700a,nonfood_aid_recipient_id,social_program_month,benefit_month_start,benefit_year_start,benefit_month_end,benefit_year_end,current_beneficiary,questionnaire_source,quarterly_weight_cpv2007,survey_month_700B1,person_order,respondent_id,geo_code_700B1,geographic_domain_700B1,trust_jne,questionnaire_source_b,survey_month_100,geo_code_100,geographic_domain_100,other_regular_dwelling,facade_plastered,facade_painted,street_public_lighting,dwelling_tenure,loan_buy_dwelling,loan_buy_land,loan_improve_dwelling,loan_build_dwelling,main_water_source,water_is_potable,chlorine_residual_level_recoded,chlorine_residual_level_kit,water_access_daily,water_sample_collector,water_sample_point,toilet_connection_type,lighting_electricity,electricity_service_type,main_cooking_fuel,has_cellphone,has_internet,last_expense_water,last_expense_electricity,last_expense_cellphone,last_expense_internet,water_paid_hh,electricity_paid_hh,cellphone_paid_hh,internet_paid_hh,water_donated_other_hh,electricity_donated_other_hh,cellphone_donated_other_hh,internet_donated_other_hh,total_monthly_expense_paid,total_monthly_expense_donated,total_monthly_expense_self_supply,water_source_recoded,respondent_id_ch200,respondent_id_expenditures,exp_period_start_day,exp_period_start_month,exp_period_start_year,exp_period_end_day,exp_period_end_month,exp_period_end_year,sold_real_estate,sold_household_equipment,respondent_id_ch700_100,respondent_id_ch700a_100,respondent_id_ch800,respondent_id_water_quality,questionnaire_source_100,d_water_paid_hh,d_water_donated_other_hh,d_electricity_paid_hh,d_electricity_donated_other_hh,d_cellphone_paid_hh,d_cellphone_donated_other_hh,d_internet_paid_hh,d_internet_donated_other_hh,i_water_paid_hh,i_electricity_paid_hh,i_cellphone_paid_hh,i_internet_paid_hh,i_water_donated_other_hh,i_electricity_donated_other_hh,i_cellphone_donated_other_hh,i_internet_donated_other_hh,quarterly_weight_cpv2007_100,toilet_type_recoded,nbi1_inadequate_housing,nbi2_overcrowding,nbi3_no_sanitation,nbi4_children_out_school,nbi5_high_economic_dependency
2025,5,16272,163,11,1,70101,Lima Metropolitana,De 500 000 a mas habitantes,Jefe/Jefa,Jefe/jefa de hogar,Hombre,39,Conviviente,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,Castellano,Secundaria completa,5.0,,Estatal,,,,,,9,,,,,,,,,,,,,,,,,,,57010116272163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16272,163,11,2,70101,Lima Metropolitana,De 500 000 a mas habitantes,Esposo(a)/compañero(a),Esposa(o),Mujer,37,Conviviente,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,Castellano,Secundaria completa,5.0,,Estatal,,,,,,,,,,,,,,,,,,,,,,,,,57010116272163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16272,163,11,3,70101,Lima Metropolitana,De 500 000 a mas habitantes,Hijo(a)/Hijastro(a),Hijo(a),Mujer,7, ,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,Castellano,Educacion inicial,3.0,,No estatal,,,,No,,,,,,,,,,,,,,,,,,,,,57010116272163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16272,163,11,4,70101,Lima Metropolitana,De 500 000 a mas habitantes,Hijo(a)/Hijastro(a),Hijo(a),Hombre,3, ,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,Castellano,Sin nivel,,,,,,,No,,,,,,,,,,,,,,,,,,,,,57010116272163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16280,79,11,1,70102,Lima Metropolitana,De 500 000 a mas habitantes,Jefe/Jefa,Jefe/jefa de hogar,Hombre,83,Casado(a),,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,Castellano,Secundaria incompleta,3.0,,Estatal,,,,,,9,,,,,,,,,,,,,,,,,,,5701021628079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16280,79,11,2,70102,Lima Metropolitana,De 500 000 a mas habitantes,Esposo(a)/compañero(a),Esposa(o),Mujer,72,Casado(a),,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,Castellano,Secundaria completa,5.0,,Estatal,,,,,,,,,,,,,,,,,,,,,,,,,5701021628079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16280,79,11,3,70102,Lima Metropolitana,De 500 000 a mas habitantes,Hijo(a)/Hijastro(a),Hijo(a),Mujer,45,Soltero(a),,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,Castellano,Superior universitaria completa,5.0,,Estatal,Administracion,Universidad Nacional Federico Villarreal,15.0,,,,,,,,,,,,,,,,,,,,,,5701021628079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16280,79,11,4,70102,Lima Metropolitana,De 500 000 a mas habitantes,Hijo(a)/Hijastro(a),Hijo(a),Hombre,34,Soltero(a),,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,Castellano,Superior universitaria completa,5.0,,No estatal,Ingenieria de Sistemas,Universidad Ricardo Palma,15.0,,,,,,,,,,,,,,,,,,,,,,5701021628079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16280,79,11,5,70102,Lima Metropolitana,De 500 000 a mas habitantes,Otros parientes,Jefe/jefa de hogar,Mujer,63,Soltero(a),,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,Castellano,Secundaria completa,5.0,,Estatal,,,,,,,,,,,,,,,,,,,,,,,,,5701021628079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16280,79,11,6,70102,Lima Metropolitana,De 500 000 a mas habitantes,Panel, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5701021628079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16280,137,11,1,70102,Lima Metropolitana,De 500 000 a mas habitantes,Jefe/Jefa,Jefe/jefa de hogar,Hombre,96,Casado(a),,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,Castellano,Secundaria completa,5.0,,Estatal,,,,,,9,,,,,,,,,,,,,,,,,,,57010216280137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16280,137,11,2,70102,Lima Metropolitana,De 500 000 a mas habitantes,Esposo(a)/compañero(a),Esposa(o),Mujer,80,Casado(a),,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,Castellano,Secundaria completa,5.0,,Estatal,,,,,,,,,,,,,,,,,,,,,,,,,57010216280137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16280,175,11,1,70102,Lima Metropolitana,De 500 000 a mas habitantes,Jefe/Jefa,Jefe/jefa de hogar,Mujer,32,Separado(a),Pase,Pase,Desayunos Escolares en Instituciones Educactivas de Inicial,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Prog. de dotacion de materiales educativos,Pase,Pase,Pase,1.0,1.0,Castellano,Secundaria completa,5.0,,Estatal,,,,,,9,,,,,,,,,,,,,,,,,,,57010216280175,5.0,70102.0,lima metropolitana,1.0,2.0,programa de dotacion de materiales educativos,5.0,2022.0,4.0,2025.0,0.0,cuestionario en tablet,2712.7180063605665,5.0,1.0,0.0,70102.0,lima metropolitana,9,cuestionario en tablet,5.0,70102.0,lima metropolitana,no,total,totalmente,poste alumbrado publico,alquilada,no,no,no,no,"red publica, dentro de la vivienda",si,seguro (mayor o igual a 0.5 mg/lt),0.6,si,el funcionario de la encuesta,grifo o caño,red publica de desague dentro de la vivienda,electricidad,con medidor de uso colectivo (para varias viviendas),gas (balon glp),telefono celular,conexion a internet(fijo/movil),agua,electricidad,celular,internet,0,0,50,0,0,0,0,0,80,0,0,"red publica, dentro de la vivienda",1,1,29,4,2025,13,5,2025,no,no,1,1,1,1,cuestionario en tablet,0,0,0,0,35,0,0,0,0,0,35,0,0,0,0,0,2289.02445343017,red pública de desagüe dentro de la vivienda,vivienda adecuada,vivienda sin hacinamiento,hogares con vivienda con servicios higienicos,hogares con niños que asisten a la escuela,hogares sin alta dependencia economica
2025,5,16280,175,11,2,70102,Lima Metropolitana,De 500 000 a mas habitantes,Hijo(a)/Hijastro(a),Hijo(a),Hombre,9, ,Pase,Pase,Desayunos Escolares en Instituciones Educactivas de Inicial,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Prog. de dotacion de materiales educativos,Pase,Pase,Pase,1.0,2.0,Castellano,Primaria incompleta,0.0,3.0,Estatal,,,,Si,,,,,,,,,,,,,,,,,,,,,57010216280175,5.0,70102.0,lima metropolitana,1.0,2.0,programa de dotacion de materiales educativos,5.0,2022.0,4.0,2025.0,0.0,cuestionario en tablet,2712.7180063605665,5.0,1.0,0.0,70102.0,lima metropolitana,9,cuestionario en tablet,5.0,70102.0,lima metropolitana,no,total,totalmente,poste alumbrado publico,alquilada,no,no,no,no,"red publica, dentro de la vivienda",si,seguro (mayor o igual a 0.5 mg/lt),0.6,si,el funcionario de la encuesta,grifo o caño,red publica de desague dentro de la vivienda,electricidad,con medidor de uso colectivo (para varias viviendas),gas (balon glp),telefono celular,conexion a internet(fijo/movil),agua,electricidad,celular,internet,0,0,50,0,0,0,0,0,80,0,0,"red publica, dentro de la vivienda",1,1,29,4,2025,13,5,2025,no,no,1,1,1,1,cuestionario en tablet,0,0,0,0,35,0,0,0,0,0,35,0,0,0,0,0,2289.02445343017,red pública de desagüe dentro de la vivienda,vivienda adecuada,vivienda sin hacinamiento,hogares con vivienda con servicios higienicos,hogares con niños que asisten a la escuela,hogares sin alta dependencia economica
2025,5,16280,175,11,3,70102,Lima Metropolitana,De 500 000 a mas habitantes,Padres/Suegros,Jefe/jefa de hogar,Mujer,76,Viudo(a),Pase,Pase,Desayunos Escolares en Instituciones Educactivas de Inicial,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Prog. de dotacion de materiales educativos,Pase,Pase,Pase,1.0,3.0,Castellano,Secundaria completa,5.0,,Estatal,,,,,,,,,,,,,,,,,,,,,,,,,57010216280175,5.0,70102.0,lima metropolitana,1.0,2.0,programa de dotacion de materiales educativos,5.0,2022.0,4.0,2025.0,0.0,cuestionario en tablet,2712.7180063605665,5.0,1.0,0.0,70102.0,lima metropolitana,9,cuestionario en tablet,5.0,70102.0,lima metropolitana,no,total,totalmente,poste alumbrado publico,alquilada,no,no,no,no,"red publica, dentro de la vivienda",si,seguro (mayor o igual a 0.5 mg/lt),0.6,si,el funcionario de la encuesta,grifo o caño,red publica de desague dentro de la vivienda,electricidad,con medidor de uso colectivo (para varias viviendas),gas (balon glp),telefono celular,conexion a internet(fijo/movil),agua,electricidad,celular,internet,0,0,50,0,0,0,0,0,80,0,0,"red publica, dentro de la vivienda",1,1,29,4,2025,13,5,2025,no,no,1,1,1,1,cuestionario en tablet,0,0,0,0,35,0,0,0,0,0,35,0,0,0,0,0,2289.02445343017,red pública de desagüe dentro de la vivienda,vivienda adecuada,vivienda sin hacinamiento,hogares con vivienda con servicios higienicos,hogares con niños que asisten a la escuela,hogares sin alta dependencia economica
2025,5,16280,194,11,1,70102,Lima Metropolitana,De 500 000 a mas habitantes,Jefe/Jefa,Jefe/jefa de hogar,Mujer,59,Separado(a),,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,Castellano,Secundaria completa,5.0,,Estatal,,,,,,9,,,,,,,,,,,,,,,,,,,57010216280194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16291,74,11,1,70102,Lima Metropolitana,De 500 000 a mas habitantes,Jefe/Jefa,Jefe/jefa de hogar,Mujer,89,Viudo(a),,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,Castellano,Primaria completa,5.0,,Estatal,,,,,,9,,,,,,,,,,,,,,,,,,,5701021629174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16291,74,11,2,70102,Lima Metropolitana,De 500 000 a mas habitantes,Hijo(a)/Hijastro(a),Hijo(a),Mujer,72,Soltero(a),,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,Castellano,Superior universitaria completa,5.0,,Estatal,Educacion Primaria,,,,,,,,,,,,,,,,,,,,,,,,5701021629174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16291,91,11,1,70102,Lima Metropolitana,De 500 000 a mas habitantes,Jefe/Jefa,Jefe/jefa de hogar,Hombre,65,Divorciado(a),Pase,Pase,Pase,Pase,Pase,No recibio,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,No recibio,Pase,Pase,Pase,Pase,Pase,Pase,Pase,1.0,1.0,Castellano,Superior universitaria incompleta,2.0,,No estatal,Economia,Universidad de San Martin de Porres,15.0,,,No,No,No,No,No,No,No,No,No,No,No,No,Pase,Pase,Enfermedad o accidente grave de algun miembro del hogar,Pase,Pase,Pase,Pase,5701021629191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16291,106,11,1,70102,Lima Metropolitana,De 500 000 a mas habitantes,Jefe/Jefa,Jefe/jefa de hogar,Mujer,40,Casado(a),,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,Castellano,Superior universitaria completa,5.0,,No estatal,Contabilidad,Universidad de San Martin de Porres,15.0,,,9,,,,,,,,,,,,,,,,,,,57010216291106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16291,106,11,2,70102,Lima Metropolitana,De 500 000 a mas habitantes,Esposo(a)/compañero(a),Esposa(o),Hombre,40,Casado(a),,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,Castellano,Secundaria completa,5.0,,Estatal,,,,,,,,,,,,,,,,,,,,,,,,,57010216291106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16315,18,11,1,70106,Lima Metropolitana,De 500 000 a mas habitantes,Jefe/Jefa,Jefe/jefa de hogar,Mujer,44,Conviviente,Vaso de leche,Comedor popular (incluye club de madres),Desayunos Escolares en Instituciones Educactivas de Inicial,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,No recibio,Pase,Pase,Pase,Pase,Pase,Pase,Pase,2.0,1.0,Castellano,Secundaria completa,5.0,,Estatal,,,,,,9,,,,,,,,,,,,,,,,,,,5701061631518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16315,18,11,2,70106,Lima Metropolitana,De 500 000 a mas habitantes,Esposo(a)/compañero(a),Esposa(o),Hombre,61,Conviviente,Vaso de leche,Comedor popular (incluye club de madres),Desayunos Escolares en Instituciones Educactivas de Inicial,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,No recibio,Pase,Pase,Pase,Pase,Pase,Pase,Pase,2.0,2.0,Castellano,Secundaria incompleta,3.0,,Estatal,,,,,,,,,,,,,,,,,,,,,,,,,5701061631518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16315,18,11,3,70106,Lima Metropolitana,De 500 000 a mas habitantes,Hijo(a)/Hijastro(a),Hijo(a),Hombre,20,Soltero(a),Vaso de leche,Comedor popular (incluye club de madres),Desayunos Escolares en Instituciones Educactivas de Inicial,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,No recibio,Pase,Pase,Pase,Pase,Pase,Pase,Pase,3.0,3.0,Castellano,Secundaria completa,5.0,,Estatal,,,,,,,,,,,,,,,,,,,,,,,,,5701061631518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16315,18,11,4,70106,Lima Metropolitana,De 500 000 a mas habitantes,Hijo(a)/Hijastro(a),Jefe/jefa de hogar,Mujer,24,Soltero(a),Vaso de leche,Comedor popular (incluye club de madres),Desayunos Escolares en Instituciones Educactivas de Inicial,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,No recibio,Pase,Pase,Pase,Pase,Pase,Pase,Pase,4.0,4.0,Castellano,Secundaria completa,5.0,,Estatal,,,,,,,,,,,,,,,,,,,,,,,,,5701061631518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16315,18,11,5,70106,Lima Metropolitana,De 500 000 a mas habitantes,Nieto(a),Hijo(a),Mujer,0, ,Vaso de leche,Comedor popular (incluye club de madres),Desayunos Escolares en Instituciones Educactivas de Inicial,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,No recibio,Pase,Pase,Pase,Pase,Pase,Pase,Pase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5701061631518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16315,18,11,6,70106,Lima Metropolitana,De 500 000 a mas habitantes,Hermano(a),Jefe/jefa de hogar,Mujer,39,Conviviente,Vaso de leche,Comedor popular (incluye club de madres),Desayunos Escolares en Instituciones Educactivas de Inicial,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,No recibio,Pase,Pase,Pase,Pase,Pase,Pase,Pase,6.0,6.0,Castellano,Secundaria completa,5.0,,Estatal,,,,,,,,,,,,,,,,,,,,,,,,,5701061631518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16315,18,11,7,70106,Lima Metropolitana,De 500 000 a mas habitantes,Otros no parientes,Esposa(o),Hombre,66,Conviviente,Vaso de leche,Comedor popular (incluye club de madres),Desayunos Escolares en Instituciones Educactivas de Inicial,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,No recibio,Pase,Pase,Pase,Pase,Pase,Pase,Pase,4.0,7.0,Castellano,Secundaria completa,5.0,,Estatal,,,,,,,,,,,,,,,,,,,,,,,,,5701061631518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16315,18,11,8,70106,Lima Metropolitana,De 500 000 a mas habitantes,Otros parientes,Hijo(a),Hombre,17,Soltero(a),Vaso de leche,Comedor popular (incluye club de madres),Desayunos Escolares en Instituciones Educactivas de Inicial,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,No recibio,Pase,Pase,Pase,Pase,Pase,Pase,Pase,4.0,8.0,Castellano,Secundaria completa,5.0,,Estatal,,,,,,,,,,,,,,,,,,,,,,,,,5701061631518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16315,18,11,9,70106,Lima Metropolitana,De 500 000 a mas habitantes,Otros parientes,Hijo(a),Mujer,9, ,Vaso de leche,Comedor popular (incluye club de madres),Desayunos Escolares en Instituciones Educactivas de Inicial,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,No recibio,Pase,Pase,Pase,Pase,Pase,Pase,Pase,4.0,9.0,Castellano,Primaria incompleta,0.0,3.0,Estatal,,,,Si,,,,,,,,,,,,,,,,,,,,,5701061631518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16315,18,11,10,70106,Lima Metropolitana,De 500 000 a mas habitantes,Otros parientes,Hijo(a),Mujer,5, ,Vaso de leche,Comedor popular (incluye club de madres),Desayunos Escolares en Instituciones Educactivas de Inicial,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,No recibio,Pase,Pase,Pase,Pase,Pase,Pase,Pase,6.0,10.0,Castellano,Educacion inicial,2.0,,Estatal,,,,No,,,,,,,,,,,,,,,,,,,,,5701061631518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16315,18,11,11,70106,Lima Metropolitana,De 500 000 a mas habitantes,Otros parientes,Hijo(a),Mujer,0, ,Vaso de leche,Comedor popular (incluye club de madres),Desayunos Escolares en Instituciones Educactivas de Inicial,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,Pase,No recibio,Pase,Pase,Pase,Pase,Pase,Pase,Pase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5701061631518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16315,48,11,1,70106,Lima Metropolitana,De 500 000 a mas habitantes,Jefe/Jefa,Jefe/jefa de hogar,Mujer,43,Conviviente,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,Castellano,Primaria completa,0.0,6.0,Estatal,,,,,,9,,,,,,,,,,,,,,,,,,,5701061631548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16315,48,11,2,70106,Lima Metropolitana,De 500 000 a mas habitantes,Esposo(a)/compañero(a),Esposa(o),Hombre,39,Conviviente,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,Castellano,Secundaria completa,5.0,,Estatal,,,,,,,,,,,,,,,,,,,,,,,,,5701061631548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16315,48,11,3,70106,Lima Metropolitana,De 500 000 a mas habitantes,Hijo(a)/Hijastro(a),Hijo(a),Hombre,14,Soltero(a),,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,Castellano,Secundaria incompleta,2.0,,Estatal,,,,,,,,,,,,,,,,,,,,,,,,,5701061631548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,16315,48,11,4,70106,Lima Metropolitana,De 500 000 a mas habitantes,Hijo(a)/Hijastro(a),Hijo(a),Mujer,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5701061631548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
